net,length_um
_19836_,122.74
_19981_,122.72
_20161_,122.66
clknet_leaf_364_clk,122.64
_24832_,122.6
_27790_,122.6
_19840_,122.59
_27980_,122.4
_28094_,122.38
clknet_leaf_434_clk,122.355
_24821_,122.305
_24602_,122.105
_26876_,122.1
clknet_leaf_393_clk,122.08
clknet_leaf_270_clk,122.06
_19081_,122.02
L1C1.addr\[2\],122.01
_25495_,121.78
clknet_leaf_410_clk,121.74
_27278_,121.72
_27495_,121.72
L1C0.l2_rdata\[27\],121.7
_27676_,121.56
clknet_leaf_221_clk,121.54
_24225_,121.47
_27354_,121.38
_27822_,121.28
_20369_,121.245
_24816_,121.235
_24752_,121.18
_19815_,121.16
clknet_leaf_453_clk,121.16
_27752_,121.12
clknet_leaf_773_clk,121.12
clknet_leaf_585_clk,121.08
clknet_leaf_272_clk,121.04
_26683_,121
_25906_,120.9
_19293_,120.865
clknet_leaf_348_clk,120.84
clknet_leaf_640_clk,120.84
_20226_,120.79
_28003_,120.78
_23486_,120.775
_19391_,120.74
EC0.dmem_rdata\[10\],120.72
clknet_leaf_689_clk,120.72
_25740_,120.65
_26684_,120.63
_25519_,120.62
clknet_leaf_16_clk,120.58
clknet_leaf_143_clk,120.56
_25840_,120.51
_28041_,120.4
_26068_,120.32
clknet_leaf_711_clk,120.305
clknet_leaf_466_clk,120.28
_19074_,120.26
_27969_,120.24
clknet_leaf_192_clk,120.23
clknet_leaf_831_clk,120.18
_25187_,120.1
_26682_,120.06
clknet_leaf_122_clk,120.06
_24769_,120.04
_25446_,120.02
clknet_leaf_470_clk,120.02
clknet_leaf_706_clk,120
L1C1.addr\[4\],119.89
_19970_,119.86
clknet_leaf_436_clk,119.82
clknet_leaf_448_clk,119.77
clknet_leaf_433_clk,119.75
_26781_,119.74
_26050_,119.72
_19437_,119.665
_26398_,119.66
_20278_,119.6
_25554_,119.53
_24820_,119.515
_26480_,119.5
_20993_,119.455
_27392_,119.42
clknet_leaf_476_clk,119.36
_25542_,119.2
_25403_,119.12
clknet_leaf_825_clk,118.94
_26772_,118.79
clknet_leaf_395_clk,118.72
_19200_,118.71
L1C0.l2_rdata\[28\],118.66
_24653_,118.6
_24086_,118.54
_21074_,118.335
_27111_,118.32
_20160_,118.28
clknet_leaf_39_clk,118.28
_19111_,118.26
_23608_,118.185
clknet_leaf_316_clk,118.14
clknet_leaf_213_clk,118.08
_23808_,118.06
clknet_leaf_325_clk,117.94
_24973_,117.9
clknet_leaf_516_clk,117.9
EC0.RF.wdata\[26\],117.88
_25685_,117.855
_26693_,117.82
_20004_,117.8
_27377_,117.78
clknet_leaf_738_clk,117.65
_25530_,117.62
_27339_,117.62
_20096_,117.54
_26315_,117.48
_23459_,117.44
clknet_leaf_145_clk,117.34
clknet_leaf_125_clk,117.15
clknet_leaf_313_clk,117
clknet_leaf_320_clk,117
_19088_,116.98
_20295_,116.96
_27162_,116.94
clknet_leaf_495_clk,116.94
_24340_,116.9
_25499_,116.76
_00188_,116.62
_24578_,116.57
_19452_,116.55
_26188_,116.44
clknet_leaf_95_clk,116.3
_19173_,116.29
_24724_,116.22
clknet_leaf_488_clk,116.22
_20471_,116.18
clknet_leaf_539_clk,116.18
_23606_,116.11
_27487_,116.03
_19114_,115.94
clknet_leaf_349_clk,115.92
_24245_,115.9
_24978_,115.9
clknet_leaf_209_clk,115.9
_19590_,115.88
_20000_,115.88
_20108_,115.855
_26179_,115.82
_25886_,115.8
_27137_,115.76
_20005_,115.74
clknet_leaf_308_clk,115.735
clknet_leaf_416_clk,115.715
clknet_leaf_178_clk,115.58
_24731_,115.56
_25457_,115.52
_27337_,115.3
_27099_,115.25
clknet_leaf_713_clk,115.21
EC0.dmem_rdata\[12\],115.2
_26911_,115.18
_24746_,115.1
clknet_leaf_755_clk,114.98
_20045_,114.92
_25813_,114.84
_28180_,114.69
_28218_,114.6
clknet_leaf_226_clk,114.6
clknet_leaf_304_clk,114.58
_25425_,114.57
_25558_,114.5
_25402_,114.44
_20618_,114.4
_23588_,114.4
_26285_,114.38
clknet_leaf_606_clk,114.37
_26301_,114.355
clknet_leaf_215_clk,114.34
_27874_,114.24
_24825_,114.22
clknet_leaf_505_clk,114.22
_19249_,114.2
clknet_leaf_299_clk,114.2
_25453_,114.14
clknet_leaf_279_clk,114.09
clknet_leaf_728_clk,114.08
_26293_,114.04
_26271_,114.02
_24831_,114
_26123_,114
clknet_leaf_691_clk,113.96
clknet_leaf_175_clk,113.94
_20406_,113.87
_23505_,113.87
_19303_,113.86
_25553_,113.79
clknet_leaf_171_clk,113.74
clknet_leaf_288_clk,113.68
clknet_leaf_493_clk,113.68
_24373_,113.6
clknet_leaf_370_clk,113.6
_20443_,113.57
clknet_leaf_646_clk,113.56
_25218_,113.54
_25995_,113.52
_19096_,113.49
_25548_,113.44
_23475_,113.32
clknet_leaf_131_clk,113.3
clknet_leaf_643_clk,113.3
_19591_,113.28
_24535_,113.22
_27846_,113.195
clknet_leaf_203_clk,113.18
_19706_,113.13
_25868_,113.12
clknet_leaf_772_clk,113.08
_26161_,113.035
clknet_leaf_333_clk,112.94
clknet_leaf_637_clk,112.94
_25474_,112.92
_26984_,112.82
clknet_leaf_124_clk,112.81
_27415_,112.8
clknet_leaf_529_clk,112.78
_24727_,112.74
_28161_,112.7
_20606_,112.645
clknet_leaf_499_clk,112.625
clknet_leaf_759_clk,112.6
_27469_,112.56
_26114_,112.5
_26873_,112.45
clknet_leaf_799_clk,112.44
_23446_,112.43
_27221_,112.4
clknet_leaf_189_clk,112.355
_23539_,112.34
_26312_,112.32
_19908_,112.26
_20001_,112.26
_19202_,112.22
clknet_leaf_551_clk,112.22
clknet_leaf_730_clk,112.22
clknet_leaf_564_clk,112.17
_27714_,112.1
_21615_,112.06
_25193_,112.06
_26032_,112.06
clknet_leaf_243_clk,112.035
_19536_,112.03
clknet_leaf_541_clk,112.02
_25127_,112
_19857_,111.985
_27301_,111.96
_19498_,111.91
_26023_,111.82
clknet_leaf_235_clk,111.775
clknet_leaf_736_clk,111.76
_27138_,111.72
clknet_leaf_165_clk,111.62
clknet_leaf_459_clk,111.62
_26311_,111.6
_28151_,111.54
clknet_leaf_271_clk,111.36
_19291_,111.3
clknet_leaf_704_clk,111.3
_20358_,111.22
_19790_,111.21
_25676_,111.2
clknet_leaf_615_clk,111.16
_25966_,111.1
_23511_,111.08
_19977_,111.06
clknet_leaf_155_clk,111.04
_25584_,111.02
clknet_leaf_81_clk,111.01
clknet_leaf_242_clk,110.94
_20509_,110.92
clknet_leaf_542_clk,110.86
clknet_leaf_75_clk,110.82
_23622_,110.64
_26434_,110.64
_19195_,110.58
_23480_,110.48
clknet_leaf_770_clk,110.46
_25444_,110.37
_27559_,110.37
_23607_,110.35
clknet_leaf_13_clk,110.32
clknet_leaf_286_clk,110.3
_26678_,110.24
clknet_leaf_491_clk,110.24
clknet_leaf_305_clk,110.22
_24290_,110.2
_20459_,110.16
_20109_,110.12
_21066_,110.09
clknet_leaf_401_clk,110.06
clknet_leaf_669_clk,110.04
clknet_leaf_396_clk,109.98
_26908_,109.96
clknet_leaf_854_clk,109.94
_23036_,109.84
_24811_,109.835
clknet_leaf_309_clk,109.8
clknet_leaf_700_clk,109.78
_27413_,109.76
clknet_leaf_247_clk,109.72
clknet_leaf_104_clk,109.64
clknet_leaf_429_clk,109.64
_26617_,109.62
clknet_leaf_634_clk,109.6
clknet_leaf_219_clk,109.58
clknet_leaf_351_clk,109.555
clknet_leaf_241_clk,109.5
_19095_,109.48
_20674_,109.48
_27467_,109.44
clknet_leaf_117_clk,109.43
clknet_leaf_223_clk,109.38
_20619_,109.36
_23382_,109.35
_26990_,109.34
_24962_,109.33
clknet_leaf_275_clk,109.3
_20578_,109.26
clknet_leaf_109_clk,109.23
_24262_,109.22
clknet_leaf_855_clk,109.165
clknet_leaf_571_clk,109.04
_21586_,108.97
clknet_leaf_69_clk,108.94
_27375_,108.92
_23438_,108.89
clknet_leaf_804_clk,108.88
_24309_,108.87
_25357_,108.82
_23466_,108.76
_27116_,108.66
clknet_leaf_332_clk,108.66
_26331_,108.58
clknet_leaf_844_clk,108.58
clknet_leaf_249_clk,108.54
clknet_leaf_803_clk,108.54
_26642_,108.51
_26507_,108.5
clknet_leaf_99_clk,108.5
clknet_leaf_78_clk,108.44
clknet_leaf_818_clk,108.42
_20362_,108.41
_19477_,108.37
_25703_,108.37
clknet_leaf_156_clk,108.36
clknet_leaf_718_clk,108.33
_19273_,108.28
clknet_leaf_64_clk,108.26
_20924_,108.22
_25202_,108.22
_22148_,108.125
clknet_leaf_120_clk,108.12
clknet_leaf_284_clk,108.09
_23822_,108.06
clknet_leaf_63_clk,108.06
_23032_,108.04
_25387_,108.04
clknet_leaf_83_clk,108.04
clknet_leaf_443_clk,108.04
clknet_leaf_536_clk,107.98
clknet_leaf_604_clk,107.98
_27587_,107.93
_26294_,107.92
clknet_leaf_517_clk,107.86
clknet_leaf_405_clk,107.775
clknet_leaf_378_clk,107.76
_26389_,107.74
_20268_,107.72
_26825_,107.72
clknet_leaf_461_clk,107.58
_26407_,107.57
clknet_leaf_116_clk,107.56
clknet_leaf_251_clk,107.56
clknet_leaf_377_clk,107.56
clknet_leaf_133_clk,107.54
clknet_leaf_785_clk,107.54
clknet_leaf_254_clk,107.52
_26952_,107.48
clknet_leaf_826_clk,107.44
clknet_leaf_27_clk,107.4
clknet_leaf_445_clk,107.395
_24984_,107.36
clknet_leaf_421_clk,107.35
_25776_,107.28
clknet_leaf_413_clk,107.24
clknet_leaf_830_clk,107.24
_26170_,107.14
_23396_,107.09
clknet_leaf_376_clk,107.075
clknet_leaf_386_clk,107.04
_20251_,106.935
clknet_leaf_32_clk,106.89
clknet_leaf_199_clk,106.89
_19108_,106.885
_27067_,106.82
_28144_,106.78
_19951_,106.75
_26914_,106.74
clknet_leaf_822_clk,106.7
_26608_,106.62
clknet_leaf_827_clk,106.58
_19070_,106.57
clknet_leaf_628_clk,106.55
clknet_leaf_80_clk,106.52
clknet_leaf_613_clk,106.48
_00002_,106.43
_19486_,106.4
clknet_leaf_843_clk,106.34
_26544_,106.26
clknet_leaf_798_clk,106.24
_25928_,106.215
clknet_leaf_545_clk,106.14
_20446_,106.075
clknet_leaf_756_clk,106.04
clknet_leaf_302_clk,105.98
_20273_,105.93
_24292_,105.92
_19121_,105.9
_21604_,105.8
_19809_,105.75
EC0.dmem_rdata\[13\],105.74
_26041_,105.72
clknet_leaf_633_clk,105.68
_20472_,105.58
_19829_,105.515
clknet_leaf_510_clk,105.45
_24226_,105.36
_22176_,105.32
_20517_,105.3
_26304_,105.24
_24670_,105.2
clknet_leaf_48_clk,105.2
_24296_,105.17
clknet_leaf_217_clk,105.16
_23612_,105.14
_25459_,105.14
clknet_leaf_847_clk,105.14
_19987_,105.12
_28182_,105.1
clknet_leaf_200_clk,105.08
clknet_leaf_471_clk,105.02
clknet_leaf_520_clk,105
clknet_leaf_739_clk,104.955
clknet_leaf_257_clk,104.88
_25373_,104.845
clknet_leaf_102_clk,104.82
_26132_,104.8
_24334_,104.77
clknet_leaf_532_clk,104.765
_20413_,104.76
_24265_,104.76
clknet_leaf_559_clk,104.755
clknet_leaf_263_clk,104.72
_20264_,104.68
_21683_,104.68
_26215_,104.62
_24824_,104.6
clknet_leaf_157_clk,104.555
_26352_,104.54
clknet_leaf_385_clk,104.54
_28239_,104.52
clknet_leaf_427_clk,104.5
clknet_leaf_581_clk,104.5
clknet_leaf_438_clk,104.4
_23500_,104.38
clknet_leaf_250_clk,104.35
clknet_leaf_432_clk,104.34
_24261_,104.3
clknet_leaf_330_clk,104.24
_27108_,104.22
clknet_leaf_430_clk,104.22
_19140_,104.18
_19075_,104.06
_20274_,104.06
_26669_,104.02
clknet_leaf_315_clk,104.02
clknet_leaf_722_clk,104.015
_27028_,103.98
clknet_leaf_832_clk,103.97
_19302_,103.96
clknet_leaf_344_clk,103.96
_19844_,103.92
_24958_,103.88
_26870_,103.81
_27957_,103.76
clknet_leaf_352_clk,103.74
_23380_,103.7
_20470_,103.62
_25460_,103.6
_26589_,103.56
clknet_leaf_197_clk,103.545
clknet_leaf_293_clk,103.5
_20303_,103.48
clknet_leaf_496_clk,103.4
clknet_leaf_346_clk,103.34
_20049_,103.3
_23046_,103.28
_19831_,103.25
clknet_leaf_671_clk,103.24
clknet_leaf_657_clk,103.22
clknet_leaf_135_clk,103.2
_25464_,103.145
clknet_leaf_101_clk,103.145
_26562_,103.06
clknet_leaf_638_clk,102.97
_20260_,102.965
_20084_,102.96
_23091_,102.94
_27853_,102.94
_20202_,102.93
_19263_,102.88
_24247_,102.88
_25712_,102.87
_20492_,102.8
clknet_leaf_343_clk,102.76
_25502_,102.74
clknet_leaf_87_clk,102.72
clknet_leaf_222_clk,102.72
clknet_leaf_534_clk,102.72
clknet_leaf_167_clk,102.7
_25380_,102.68
clknet_leaf_856_clk,102.675
_25513_,102.66
_19242_,102.62
_23051_,102.62
_21931_,102.56
_24987_,102.54
_26580_,102.46
_19228_,102.45
clknet_leaf_310_clk,102.45
_25639_,102.38
_25949_,102.38
_20172_,102.35
_19261_,102.34
_26697_,102.34
clknet_leaf_508_clk,102.34
_19860_,102.305
clknet_leaf_406_clk,102.3
_24778_,102.27
clknet_leaf_118_clk,102.24
clknet_leaf_593_clk,102.22
clknet_leaf_322_clk,102.18
_23672_,102.16
_19989_,102.12
clknet_leaf_617_clk,102.04
_23615_,102
_25986_,101.86
_23489_,101.84
_27570_,101.84
clknet_leaf_369_clk,101.835
_24271_,101.73
_25822_,101.7
clknet_leaf_191_clk,101.65
_26840_,101.6
clknet_leaf_784_clk,101.6
clknet_leaf_857_clk,101.6
_24318_,101.58
_20722_,101.52
clknet_leaf_91_clk,101.52
EC0.dmem_rdata\[18\],101.48
clknet_leaf_85_clk,101.46
clknet_leaf_771_clk,101.46
_25415_,101.415
clknet_leaf_260_clk,101.39
clknet_leaf_610_clk,101.34
_19584_,101.3
clknet_leaf_712_clk,101.3
clknet_leaf_758_clk,101.285
clknet_leaf_149_clk,101.24
clknet_leaf_819_clk,101.2
_24252_,101.18
_26425_,101.18
_27122_,101.18
clknet_leaf_388_clk,101.14
_24241_,101
clknet_leaf_19_clk,101
_25540_,100.995
clknet_leaf_474_clk,100.96
clknet_leaf_317_clk,100.94
_26535_,100.9
clknet_leaf_311_clk,100.88
_25541_,100.82
_27649_,100.8
clknet_leaf_60_clk,100.8
_19585_,100.77
clknet_leaf_802_clk,100.73
FE.feat_branch_den\[6\],100.66
clknet_leaf_616_clk,100.65
clknet_leaf_180_clk,100.64
clknet_leaf_379_clk,100.64
_26462_,100.5
_26291_,100.45
_26842_,100.45
clknet_leaf_504_clk,100.44
_20675_,100.38
clknet_leaf_138_clk,100.38
_27590_,100.34
_24622_,100.28
clknet_leaf_341_clk,100.26
_19707_,100.22
clknet_leaf_522_clk,100.22
_19122_,100.2
clknet_leaf_702_clk,100.2
_20233_,100.18
_24263_,100.16
clknet_leaf_255_clk,100.16
_26324_,100.14
clknet_leaf_535_clk,100.14
clknet_leaf_835_clk,100.1
_25977_,100.02
_27128_,100.02
EC0.dmem_rdata\[14\],100.01
_28220_,100
clknet_leaf_656_clk,99.92
_25462_,99.91
_25423_,99.9
clknet_leaf_680_clk,99.89
_20224_,99.87
EC0.dmem_rdata\[16\],99.86
clknet_leaf_679_clk,99.84
clknet_leaf_425_clk,99.775
clknet_leaf_749_clk,99.76
_20198_,99.7
clknet_leaf_588_clk,99.65
_26694_,99.64
clknet_leaf_17_clk,99.64
clknet_leaf_22_clk,99.63
_27588_,99.62
_20682_,99.55
_26329_,99.53
clknet_leaf_195_clk,99.48
clknet_leaf_547_clk,99.48
_25471_,99.44
_26453_,99.44
clknet_leaf_766_clk,99.43
_25007_,99.38
_26280_,99.34
_20895_,99.32
_21928_,99.32
_27470_,99.26
_24603_,99.24
_27837_,99.24
_28056_,99.12
clknet_leaf_431_clk,99.12
_19713_,99.08
_24580_,99.04
_26675_,98.94
clknet_leaf_65_clk,98.92
_24992_,98.9
_27453_,98.82
clknet_leaf_55_clk,98.74
clknet_leaf_169_clk,98.74
clknet_leaf_334_clk,98.74
clknet_leaf_727_clk,98.73
_20896_,98.72
_28068_,98.72
clknet_leaf_262_clk,98.58
_27560_,98.56
clknet_leaf_201_clk,98.54
clknet_leaf_500_clk,98.52
clknet_leaf_745_clk,98.49
clknet_leaf_280_clk,98.46
_20856_,98.43
_24819_,98.41
clknet_leaf_295_clk,98.35
_20203_,98.24
_25482_,98.23
_23042_,98.16
_25630_,98.12
_25935_,98.06
clknet_leaf_371_clk,98
_28113_,97.98
clknet_leaf_418_clk,97.98
clknet_leaf_555_clk,97.875
_24604_,97.86
clknet_leaf_93_clk,97.84
clknet_leaf_647_clk,97.76
_19092_,97.73
clknet_leaf_415_clk,97.7
_26643_,97.66
clknet_leaf_690_clk,97.6
_21595_,97.59
clknet_leaf_29_clk,97.58
clknet_leaf_97_clk,97.56
_25965_,97.54
clknet_leaf_59_clk,97.48
_20126_,97.38
clknet_leaf_786_clk,97.34
_25954_,97.28
_27342_,97.26
_25831_,97.24
_26949_,97.22
clknet_leaf_176_clk,97.22
_23516_,97.2
_27418_,97.16
clknet_leaf_441_clk,97.16
_27864_,97.13
clknet_leaf_660_clk,97.01
clknet_leaf_387_clk,96.98
clknet_leaf_807_clk,96.97
_25368_,96.88
clknet_leaf_849_clk,96.84
_19954_,96.82
_26197_,96.78
_24326_,96.77
_24975_,96.77
clknet_leaf_153_clk,96.76
clknet_leaf_136_clk,96.74
_19879_,96.72
clknet_leaf_14_clk,96.72
clknet_leaf_353_clk,96.72
clknet_leaf_790_clk,96.71
clknet_leaf_375_clk,96.7
_25589_,96.68
clknet_leaf_43_clk,96.68
_19450_,96.63
_24538_,96.61
_27188_,96.56
_20230_,96.545
clknet_leaf_345_clk,96.54
_26702_,96.5
_24810_,96.46
_26283_,96.455
clknet_leaf_587_clk,96.42
clknet_leaf_40_clk,96.36
_27497_,96.34
_25532_,96.32
_24301_,96.3
EC0.dmem_rdata\[19\],96.285
_25551_,96.275
_23090_,96.26
_24985_,96.26
clknet_leaf_544_clk,96.24
_19250_,96.235
clknet_leaf_273_clk,96.235
_19623_,96.2
_25361_,96.18
_24745_,96.1
_19938_,96.06
clknet_leaf_705_clk,95.98
_27126_,95.96
clknet_leaf_166_clk,95.96
clknet_leaf_329_clk,95.9
_20100_,95.87
clknet_leaf_463_clk,95.84
clknet_leaf_319_clk,95.8
_19255_,95.76
clknet_leaf_57_clk,95.74
_19587_,95.7
_24314_,95.68
clknet_leaf_245_clk,95.68
_22520_,95.64
clknet_leaf_142_clk,95.56
clknet_leaf_62_clk,95.52
_20820_,95.515
FE.feat_branch_den\[7\],95.485
_27799_,95.425
_25592_,95.4
_25432_,95.36
_19867_,95.29
_27899_,95.24
_25389_,95.22
_27060_,95.18
clknet_leaf_748_clk,95.1
_19583_,95.085
_20204_,95.06
_25413_,95.02
_27282_,94.98
_19617_,94.9
_21713_,94.77
_20176_,94.74
_26649_,94.74
clknet_leaf_74_clk,94.72
clknet_leaf_380_clk,94.66
clknet_leaf_719_clk,94.635
_26847_,94.58
clknet_leaf_661_clk,94.56
clknet_leaf_523_clk,94.55
clknet_leaf_47_clk,94.54
clknet_leaf_354_clk,94.54
EC0.IMEM.addr\[18\],94.525
_21424_,94.42
_25900_,94.42
clknet_leaf_368_clk,94.42
_20336_,94.4
clknet_leaf_168_clk,94.4
clknet_leaf_829_clk,94.39
_23453_,94.38
clknet_leaf_382_clk,94.38
_20417_,94.36
clknet_leaf_678_clk,94.32
clknet_leaf_111_clk,94.3
clknet_leaf_5_clk,94.18
clknet_leaf_411_clk,94.18
_24359_,94.12
_25378_,94.08
_21191_,94.04
clknet_leaf_579_clk,94.04
clknet_leaf_134_clk,94.035
_27006_,94.03
_20320_,94.02
_25437_,94.02
_20033_,94
clknet_leaf_484_clk,93.96
clknet_leaf_543_clk,93.94
clknet_leaf_811_clk,93.94
_21653_,93.93
_24243_,93.92
_24600_,93.92
clknet_leaf_324_clk,93.92
_21712_,93.91
_25947_,93.89
_20906_,93.84
_27589_,93.82
_20143_,93.8
FE.window_valid,93.76
_19352_,93.76
_20865_,93.7
_24815_,93.68
_26295_,93.68
clknet_leaf_220_clk,93.68
clknet_leaf_108_clk,93.58
clknet_leaf_205_clk,93.44
_27561_,93.42
_26849_,93.4
_25472_,93.39
_19175_,93.34
_24986_,93.32
clknet_leaf_622_clk,93.31
_26692_,93.27
_27763_,93.26
clknet_leaf_503_clk,93.26
clknet_leaf_467_clk,93.24
_23482_,93.2
clknet_leaf_649_clk,93.2
clknet_leaf_570_clk,93.18
_20042_,93.15
_19154_,93.14
clknet_leaf_464_clk,93.04
_26651_,93.02
_22943_,92.99
_20384_,92.98
_27082_,92.92
clknet_leaf_246_clk,92.9
clknet_leaf_407_clk,92.8
_25129_,92.79
_23105_,92.78
clknet_leaf_625_clk,92.74
_20404_,92.735
_25125_,92.72
_23584_,92.705
clknet_leaf_653_clk,92.7
clknet_leaf_645_clk,92.68
_22934_,92.67
clknet_leaf_216_clk,92.65
_19444_,92.6
_20454_,92.58
_27687_,92.52
clknet_leaf_788_clk,92.52
clknet_leaf_229_clk,92.425
_19094_,92.39
_25465_,92.39
_20679_,92.34
_21953_,92.34
_24997_,92.32
_26657_,92.28
_19950_,92.26
_24755_,92.22
clknet_leaf_130_clk,92.2
clknet_leaf_202_clk,92.2
_26666_,92.18
_24989_,92.16
_26679_,92.12
_20309_,92.115
_20104_,92.075
_27546_,92.04
clknet_leaf_204_clk,92.04
_25658_,92.02
_25722_,92.02
_24981_,92
_19972_,91.99
_27503_,91.98
_23397_,91.96
clknet_leaf_141_clk,91.94
_20050_,91.92
clknet_leaf_554_clk,91.89
clknet_leaf_323_clk,91.88
clknet_leaf_808_clk,91.86
_25410_,91.84
clknet_leaf_820_clk,91.82
clknet_leaf_182_clk,91.815
clknet_leaf_152_clk,91.8
clknet_leaf_502_clk,91.78
clknet_leaf_737_clk,91.72
clknet_leaf_757_clk,91.72
clknet_leaf_655_clk,91.7
clknet_leaf_428_clk,91.675
_23483_,91.6
_24302_,91.58
_20232_,91.56
_27163_,91.56
clknet_leaf_314_clk,91.54
_24742_,91.51
_19870_,91.5
_20086_,91.44
_28132_,91.44
clknet_leaf_677_clk,91.42
_26641_,91.34
_27946_,91.3
_25593_,91.24
clknet_leaf_743_clk,91.22
clknet_leaf_629_clk,91.195
_19882_,91.13
clknet_leaf_8_clk,91.13
_19068_,91.095
_19227_,91.05
_19733_,91.04
clknet_leaf_589_clk,91.04
EC0.dmem_rdata\[15\],91.02
clknet_leaf_612_clk,90.98
clknet_leaf_265_clk,90.94
_27141_,90.92
clknet_leaf_694_clk,90.9
_20201_,90.88
_27841_,90.82
_22146_,90.8
_20997_,90.78
_27222_,90.78
_25907_,90.77
_25416_,90.74
_19808_,90.68
_20731_,90.67
_26761_,90.62
clknet_leaf_112_clk,90.62
_20136_,90.58
_26338_,90.58
_25524_,90.56
_23577_,90.54
clknet_leaf_206_clk,90.54
_27586_,90.48
clknet_leaf_161_clk,90.48
_24266_,90.42
clknet_leaf_611_clk,90.42
_25398_,90.4
clknet_leaf_575_clk,90.36
_24303_,90.34
_25382_,90.34
_19976_,90.32
_26252_,90.32
_25001_,90.26
clknet_leaf_35_clk,90.24
clknet_leaf_398_clk,90.18
_26688_,90.16
_19247_,90.14
_24308_,90.12
_27530_,90.12
clknet_leaf_482_clk,90.12
_22414_,90.105
clknet_leaf_227_clk,90.015
_19934_,89.99
_27784_,89.98
clknet_leaf_335_clk,89.98
_27529_,89.935
clknet_leaf_1_clk,89.92
_25938_,89.88
_19928_,89.875
_20029_,89.84
_26798_,89.84
clknet_leaf_590_clk,89.84
_25606_,89.82
_24836_,89.8
_27063_,89.8
_23387_,89.78
_19997_,89.76
clknet_leaf_233_clk,89.76
_28106_,89.74
clknet_leaf_439_clk,89.715
_23442_,89.7
_25517_,89.7
clknet_leaf_422_clk,89.7
_19721_,89.66
_25438_,89.66
_19878_,89.56
_26784_,89.53
_22058_,89.48
_24322_,89.46
_21706_,89.44
_19917_,89.36
_28075_,89.34
clknet_leaf_715_clk,89.32
_19411_,89.295
_24598_,89.29
_24599_,89.26
_19240_,89.25
_22483_,89.2
_24748_,89.19
clknet_leaf_54_clk,89.14
clknet_leaf_624_clk,89.08
_19843_,89.06
clknet_leaf_668_clk,89.04
clknet_leaf_296_clk,89.02
clknet_leaf_469_clk,89.02
clknet_leaf_747_clk,88.96
_25596_,88.86
_25384_,88.82
_19837_,88.81
_19605_,88.78
_24284_,88.66
_22930_,88.64
clknet_leaf_12_clk,88.62
clknet_leaf_623_clk,88.59
_24740_,88.54
_20234_,88.52
_24236_,88.52
_25385_,88.52
_26300_,88.5
_26987_,88.44
_19241_,88.42
_20195_,88.42
_19916_,88.41
_25601_,88.38
_19347_,88.36
clknet_leaf_816_clk,88.24
_20026_,88.2
clknet_leaf_455_clk,88.195
clknet_leaf_791_clk,88.19
_20036_,88.14
_24040_,88.14
clknet_leaf_160_clk,88.14
EC0.dmem_rdata\[31\],88.12
_27870_,88.12
clknet_leaf_538_clk,88.12
clknet_leaf_537_clk,88.1
_25424_,88.06
clknet_leaf_318_clk,88.02
_19607_,87.98
clknet_leaf_397_clk,87.98
clknet_leaf_451_clk,87.98
_22924_,87.96
_24809_,87.92
_19838_,87.91
clknet_leaf_519_clk,87.89
_27142_,87.86
clknet_leaf_340_clk,87.86
_20149_,87.84
_23439_,87.84
clknet_leaf_852_clk,87.8
clknet_leaf_823_clk,87.74
clknet_leaf_569_clk,87.72
_28037_,87.7
clknet_leaf_568_clk,87.7
clknet_leaf_350_clk,87.695
_23389_,87.68
_24805_,87.66
clknet_leaf_654_clk,87.64
_20600_,87.62
_20083_,87.61
_20151_,87.6
_19821_,87.54
_20056_,87.515
clknet_leaf_665_clk,87.5
clknet_leaf_763_clk,87.495
_20706_,87.485
_19582_,87.48
_26838_,87.46
_24287_,87.34
_20782_,87.32
_26754_,87.31
_19978_,87.3
clknet_leaf_283_clk,87.3
clknet_leaf_817_clk,87.3
_21729_,87.23
_20139_,87.22
_26637_,87.2
_24382_,87.18
_21522_,87.1
clknet_leaf_828_clk,87.1
_24823_,87.08
_27611_,87.08
clknet_leaf_566_clk,87.06
_22942_,87.04
_19649_,87.02
clknet_leaf_485_clk,87.02
_24272_,86.98
_23043_,86.96
_26634_,86.96
_00389_,86.94
_27250_,86.94
_27244_,86.92
clknet_leaf_582_clk,86.92
EC0.IMEM.addr\[25\],86.91
_21038_,86.91
_19892_,86.865
clknet_leaf_150_clk,86.84
_24162_,86.8
_24330_,86.76
clknet_leaf_806_clk,86.76
clknet_leaf_248_clk,86.74
clknet_leaf_127_clk,86.72
_23535_,86.71
clknet_leaf_274_clk,86.7
_25405_,86.68
clknet_leaf_9_clk,86.66
_19842_,86.58
_19342_,86.56
clknet_leaf_327_clk,86.56
PC0.EX_op\[6\],86.505
_27858_,86.45
_22220_,86.38
_25573_,86.38
clknet_leaf_113_clk,86.38
clknet_leaf_778_clk,86.36
_25404_,86.34
FE.feat_instr_mix\[6\],86.3
_24693_,86.3
_27838_,86.3
clknet_leaf_301_clk,86.29
clknet_leaf_326_clk,86.28
clknet_leaf_838_clk,86.28
_27609_,86.275
clknet_leaf_435_clk,86.26
_19988_,86.24
_19986_,86.22
_21978_,86.18
_20486_,86.16
clknet_leaf_358_clk,86.16
_20092_,86.12
clknet_leaf_338_clk,86.1
_19645_,86.06
_27999_,86.06
_20121_,86.04
_22002_,85.98
_24814_,85.98
_26810_,85.95
clknet_leaf_486_clk,85.94
_22144_,85.9
clknet_leaf_549_clk,85.88
_25338_,85.86
